symbol	locus_name	acc_number	swiss-prot	sgd	sequence_length	3d	chromosome
ATP8;AAP1	Q0080	P00856	ATP8_YEAST	S000007267	48	M	
ATR1;SNQ1	YML116W	P13090	ATR1_YEAST	S000004584	542	13	
ATS1	YAL020C	P31386	ATS1_YEAST	S000000018	333	(3)	1
ATX1	YNL259C	P38636	ATX1_YEAST	S000005203	73	(3)	14
ATX2	YOR079C	Q12067	ATX2_YEAST	S000005605	313	15	
AUA1	YFL010W-A	P32450	AUA1_YEAST	S000001955	94	6	
AUR1	YKL004W	P36107	AUR1_YEAST	S000001487	401	11	
AUS1	YOR011W	Q08409	AUS1_YEAST	S000005537	1394	15	
AVL9	YLR114C	Q12500	AVL9_YEAST	S000004104	764	12	
AVO1	YOL078W	Q08236	AVO1_YEAST	S000005438	1176	(3)	15
AVO2	YMR068W	Q04749	AVO2_YEAST	S000004672	426	13	
AVT1	YJR001W	P47082	AVT1_YEAST	S000003761	602	10	
AVT2	YEL064C	P39981	AVT2_YEAST	S000000790	480	5	
AVT3	YKL146W	P36062	AVT3_YEAST	S000001629	692	11	
AVT4	YNL101W	P50944	AVT4_YEAST	S000005045	713	14	
AVT5	YBL089W	P38176	AVT5_YEAST	S000000185	459	2	
AVT6	YER119C	P40074	AVT6_YEAST	S000000921	448	5	
AVT7	YIL088C	P40501	AVT7_YEAST	S000001350	490	9	
AXL1	YPR122W	P40851	AXL1_YEAST	S000006326	1208	16	
AXL2;BUD10;SRO4	YIL140W	P38928	AXL2_YEAST	S000001402	823	9	
AYR1	YIL124W	P40471	AYR1_YEAST	S000001386	297	9	
AYT1	YLL063C	Q12226	AYT1_YEAST	S000003986	474	12	
AZF1	YOR113W	P41696	AZF1_YEAST	S000005639	914	15	
AZR1	YGR224W	P50080	AZR1_YEAST	S000003456	613	7	
BAG7	YOR134W	Q12128	BAG7_YEAST	S000005660	409	15	
BAP2	YBR068C	P38084	BAP2_YEAST	S000000272	609	2	
BAP3;PAP1	YDR046C	P41815	BAP3_YEAST	S000002453	604	4	
BAR1;SST1	YIL015W	P12630	BAR1_YEAST	S000001277	587	9	
BAS1	YKR099W	P22035	BAS1_YEAST	S000001807	811	11	
BAT1;ECA39;TWT1	YHR208W	P38891	BCA1_YEAST	S000001251	393	8	
BAT2;TWT2	YJR148W	P47176	BCA2_YEAST	S000003909	376	10	
BBC1;MTI1	YJL020C	P47068	BBC1_YEAST	S000003557	1157	(3)	10
BBP1	YPL255W	Q12365	BBP1_YEAST	S000006176	385	16	
BCD1	YHR040W	P38772	BCD1_YEAST	S000001082	366	(3)	8
BCH1	YMR237W	Q05029	BCH1_YEAST	S000004850	724	(3)	13
BCH2;FMP50	YKR027W	P36122	BCH2_YEAST	S000001735	765	11	
BCK1;LAS3;SLK1;SSP31	YJL095W	Q01389	BCK1_YEAST	S000003631	1478	10	
BCK2;CTR7	YER167W	P33306	BCK2_YEAST	S000000969	851	5	
BCP1	YDR361C	Q06338	BCP1_YEAST	S000002769	283	4	
BCS1	YDR375C	P32839	BCS1_YEAST	S000002783	456	4	
BCY1;REG1;SRA1	YIL033C	P07278	KAPR_YEAST	S000001295	416	(3)	9
BDF1	YLR399C	P35817	BDF1_YEAST	S000004391	686	12	
BDF2	YDL070W	Q07442	BDF2_YEAST	S000002228	638	4	
BDH1;BDH	YAL060W	P39714	BDH1_YEAST	S000000056	382	1	
BDH2	YAL061W	P39713	BDH2_YEAST	S000000057	417	1	
BDP1;TFC5	YNL039W	P46678	TFC5_YEAST	S000004984	594	14	
BDS1	YOL164W	Q08347	BDS1_YEAST	S000005524	646	15	
BEM1;SRO1	YBR200W	P29366	BEM1_YEAST	S000000404	551	(3)	2
BEM2;IPL2;SUP9	YER155C	P39960	BEM2_YEAST	S000000957	2167	5	
BEM3	YPL115C	P32873	BEM3_YEAST	S000006036	1128	16	
BEM4	YPL161C	P39011	BEM4_YEAST	S000006082	633	16	
BER1	YLR412W	Q06688	SRR1L_YEAST	S000004404	274	12	
BET1;SLY12	YIL004C	P22804	BET1_YEAST	S000001266	142	(3)	9
BET2	YPR176C	P20133	PGTB2_YEAST	S000006380	325	16	
BET3	YKR068C	P36149	BET3_YEAST	S000001776	193	(3)	11
BET4	YJL031C	Q00618	PGTA_YEAST	S000003568	327	10	
BET5	YML077W	Q03630	BET5_YEAST	S000004542	159	(3)	13
BFA1	YJR053W	P47113	BFA1_YEAST	S000003814	574	10	
BFR1	YOR198C	P38934	BFR1_YEAST	S000005724	470	15	
BFR2	YDR299W	Q06631	BFR2_YEAST	S000002707	534	4	
BGL2;SCW9	YGR282C	P15703	BGL2_YEAST	S000003514	313	7	
BI2	Q0110	P03873	MBI2_YEAST	S000007271	423	M	
BI3	Q0115	Q9ZZW7	MBI3_YEAST	S000007272	517	(3)	M
BI4;SCBI4	Q0120	P03879	MBI4_YEAST	S000007273	638	M	
BIG1	YHR101C	P38813	BIG1_YEAST	S000001143	335	8	
BIK1	YCL029C	P11709	BIK1_YEAST	S000000534	440	3	
BIM1	YER016W	P40013	BIM1_YEAST	S000000818	344	(3)	5
BIO2	YGR286C	P32451	BIOB_YEAST	S000003518	375	7	
BIO3	YNR058W	P50277	BIOA_YEAST	S000005341	480	14	
BIO4	YNR057C	P53630	BIOD_YEAST	S000005340	237	(3)	14
BIO5	YNR056C	P53744	BIO5_YEAST	S000005339	561	14	
BIR1	YJR089W	P47134	BIR1_YEAST	S000003849	954	10	
BIT2	YBR270C	P38346	BIT2_YEAST	S000000474	545	2	
BIT61	YJL058C	P47041	BIT61_YEAST	S000003594	543	10	
BLI1	YKL061W	P35727	BLI1_YEAST	S000001544	113	11	
BLM10;BLM3	YFL007W	P43583	BLM10_YEAST	S000001887	2143	(3)	6
BLS1	YLR408C	Q06071	BL1S1_YEAST	S000004400	122	12	
BMH1	YER177W	P29311	BMH1_YEAST	S000000979	267	5	
BMH2	YDR099W	P34730	BMH2_YEAST	S000002506	273	4	
BMS1	YPL217C	Q08965	BMS1_YEAST	S000006138	1183	(3)	16
BMT2	YBR141C	P38278	BMT2_YEAST	S000000345	337	2	
BMT5	YIL096C	P40493	BMT5_YEAST	S000001358	336	9	
BMT6	YLR063W	Q12291	BMT6_YEAST	S000004053	365	12	
BNA1;HAD1	YJR025C	P47096	3HAO_YEAST	S000003786	177	(3)	10
BNA2	YJR078W	P47125	I23O_YEAST	S000003839	453	10	
BNA3	YJL060W	P47039	BNA3_YEAST	S000003596	444	(3)	10
BNA4	YBL098W	P38169	KMO_YEAST	S000000194	460	(3)	2
BNA5	YLR231C	Q05979	KYNU_YEAST	S000004221	453	12	
BNA6;QPT1	YFR047C	P43619	NADC_YEAST	S000001943	295	(3)	6
BNA7	YDR428C	Q04066	KFA_YEAST	S000002836	261	(3)	4
BNI1;PPF3;SHE5	YNL271C	P41832	BNI1_YEAST	S000005215	1953	(3)	14
BNI4	YNL233W	P53858	BNI4_YEAST	S000005177	892	14	
BNI5	YNL166C	P53890	BNI5_YEAST	S000005110	448	14	
BNR1	YIL159W	P40450	BNR1_YEAST	S000001421	1375	9	
BNS1	YGR230W	P50084	BNS1_YEAST	S000003462	137	7	
BOI1;BOB1;GIN7	YBL085W	P38041	BOB1_YEAST	S000000181	980	2	
BOI2;BEB1	YER114C	P39969	BOI2_YEAST	S000000916	1040	5	
BOP2	YLR267W	Q06150	BOP2_YEAST	S000004257	570	12	
BOP3	YNL042W	P53958	BOP3_YEAST	S000004987	396	14	
BOR1	YNL275W	P53838	BOR1_YEAST	S000005219	576	14	
BOS1	YLR078C	P25385	BOS1_YEAST	S000004068	244	12	
BPH1	YCR032W	P25356	BPH1_YEAST	S000000628	2167	3	
BPL1;ACC2	YDL141W	P48445	BPL1_YEAST	S000002300	690	4	
BPT1	YLL015W	P14772	BPT1_YEAST	S000003938	1559	12	
BRE1	YDL074C	Q07457	BRE1_YEAST	S000002232	700	(3)	4
BRE2;CPS60	YLR015W	P43132	BRE2_YEAST	S000004005	505	(3)	12
BRE4	YDL231C	Q07660	BRE4_YEAST	S000002390	1125	4	
BRE5	YNR051C	P53741	BRE5_YEAST	S000005334	515	(3)	14
BRF1;PCF4;TDS4	YGR246C	P29056	TF3B_YEAST	S000003478	596	(3)	7
BRL1	YHR036W	P38770	BRL1_YEAST	S000001078	471	8	
BRN1	YBL097W	P38170	CND2_YEAST	S000000193	754	2	
BRO1;ASI6;LPF2;NPI3;VPS31	YPL084W	P48582	BRO1_YEAST	S000006005	844	(3)	16
BRP1	YGL007W	P53194	BRP1_YEAST	S000002975	125	7	
BRR1	YPR057W	Q99177	BRR1_YEAST	S000006261	341	16	
BRR2;RSS1;SNU246	YER172C	P32639	BRR2_YEAST	S000000974	2163	(3)	5
BRR6	YGL247W	P53062	BRR6_YEAST	S000003216	197	7	
BRX1	YOL077C	Q08235	BRX1_YEAST	S000005437	291	15	
BSC1	YDL037C	Q12140	BSC1_YEAST	S000002195	328	4	
BSC2	YDR275W	Q05611	BSC2_YEAST	S000002683	235	4	
BSC3	YLR465C	O13558	BSC3_YEAST	S000004457	102	12	
BSC4	YNL269W	P53841	BSC4_YEAST	S000005213	131	14	
BSC5	YNR069C	P53755	BSC5_YEAST	S000005352	489	14	
BSC6	YOL137W	Q08280	BSC6_YEAST	S000005497	497	15	
BSD2	YBR290W	P38356	BSD2_YEAST	S000000494	321	2	
BSP1	YPR171W	Q06604	BSP1_YEAST	S000006375	576	16	
BST1	YFL025C	P43571	BST1_YEAST	S000001869	1029	6	
BTN2	YGR142W	P53286	BTN2_YEAST	S000003374	410	7	
BTS1	YPL069C	Q12051	GGPPS_YEAST	S000005990	335	(3)	16
BTT1	YDR252W	P40314	NACB2_YEAST	S000002660	149	4	
BUB1	YGR188C	P41695	BUB1_YEAST	S000003420	1021	(3)	7
BUB2	YMR055C	P26448	BUB2_YEAST	S000004659	306	13	
BUB3	YOR026W	P26449	BUB3_YEAST	S000005552	341	(3)	15
BUD13;CWC26;SLC7	YGL174W	P46947	CWC26_YEAST	S000003142	266	(3)	7
BUD14	YAR014C	P27637	BUD14_YEAST	S000000069	709	1	
BUD16	YEL029C	P39988	BUD16_YEAST	S000000755	312	5	
BUD17	YNR027W	P53727	BUD17_YEAST	S000005310	317	14	
BUD19	YJL188C	O94143	BUD19_YEAST	S000003724	102	10	
BUD20	YLR074C	Q08004	BUD20_YEAST	S000004064	166	(3)	12
BUD21;UTP16	YOR078W	Q08492	BUD21_YEAST	S000005604	214	15	
BUD22	YMR014W	Q04347	BUD22_YEAST	S000004616	519	13	
BUD23	YCR047C	P25627	BUD23_YEAST	S000000643	275	(3)	3
BUD25	YER014C-A	P85052	BUD25_YEAST	S000007590	153	5	
BUD26	YDR241W	Q03783	BUD26_YEAST	S000002649	95	4	
BUD27;URI	YFL023W	P43573	BUD27_YEAST	S000001871	796	6	
BUD28	YLR062C	Q07992	BUD28_YEAST	S000004052	125	12	
BUD2;CLA2;ERC25	YKL092C	P33314	BUD2_YEAST	S000001575	1104	11	
BUD3	YCL014W	P25558	BUD3_YEAST	S000000520	1636	3	
BUD30	YDL151C	Q12064	BUD30_YEAST	S000002310	193	4	
BUD31;CWC14	YCR063W	P25337	BUD31_YEAST	S000000659	157	(3)	3
BUD32;LDB14	YGR262C	P53323	BUD32_YEAST	S000003494	261	(3)	7
BUD4	YJR092W	P47136	BUD4_YEAST	S000003852	1447	10	
BUD5	YCR038C	P25300	BUD5_YEAST	S000000634	642	3	
BUD6;AIP3	YLR319C	P41697	BUD6_YEAST	S000004311	788	(3)	12
BUD7	YOR299W	Q08754	BUD7_YEAST	S000005825	746	15	
BUD8	YLR353W	P41698	BUD8_YEAST	S000004345	603	12	
BUD9	YGR041W	P53226	BUD9_YEAST	S000003273	547	7	
BUG1	YDL099W	Q12191	BUG1_YEAST	S000002257	341	4	
BUL1;DAG1;RDS1;SMM2	YMR275C	P48524	BUL1_YEAST	S000004888	976	13	
BUL2	YML111W	Q03758	BUL2_YEAST	S000004579	920	13	
BUR2;CST4	YLR226W	Q05949	BUR2_YEAST	S000004216	395	12	
BUR6;NCB1	YER159C	P40096	NCB1_YEAST	S000000961	142	5	
BXI1;YBH3	YNL305C	P48558	BXI1_YEAST	S000005249	297	14	
BYE1	YKL005C	P36106	BYE1_YEAST	S000001488	594	(3)	11
BZZ1;LSB7	YHR114W	P38822	BZZ1_YEAST	S000001156	633	(3)	8
CAB1	YDR531W	Q04430	PANK_YEAST	S000002939	367	4	
CAB2	YIL083C	P40506	PPCS_YEAST	S000001345	365	9	
CAB3	YKL088W	P36076	CAB3_YEAST	S000001571	571	11	
CAB4	YGR277C	P53332	COAD_YEAST	S000003509	305	7	
CAB5	YDR196C	Q03941	CAB5_YEAST	S000002604	241	4	
CAC2	YML102W	Q04199	CAC2_YEAST	S000004570	468	13	
CAD1;YAP2	YDR423C	P24813	YAP2_YEAST	S000002831	409	4	
CAF120	YNL278W	P53836	CA120_YEAST	S000005222	1060	14	
CAF130	YGR134W	P53280	CF130_YEAST	S000003366	1122	7	
CAF16	YFL028C	P43569	CAF16_YEAST	S000001866	289	6	
CAF20;CAF2;CAP20	YOR276W	P12962	CAF20_YEAST	S000005802	161	15	
CAF4	YKR036C	P36130	CAF4_YEAST	S000001744	643	(3)	11
CAF40	YNL288W	P53829	CAF40_YEAST	S000005232	373	(3)	14
CAJ1	YER048C	P39101	CAJ1_YEAST	S000000850	391	5	
CAK1;CIV1	YFL029C	P43568	CAK1_YEAST	S000001865	368	6	
CAM1;TEF3	YPL048W	P29547	EF1G1_YEAST	S000005969	415	(3)	16
CAN1	YEL063C	P04817	CAN1_YEAST	S000000789	590	5	
CAP1	YKL007W	P28495	CAPZA_YEAST	S000001490	268	11	
CAP2	YIL034C	P13517	CAPZB_YEAST	S000001296	287	9	
CAR1	YPL111W	P00812	ARGI_YEAST	S000006032	333	16	
CAR2;CARGB	YLR438W	P07991	OAT_YEAST	S000004430	424	12	
CAT2;CAT;YCAT	YML042W	P32796	CACP_YEAST	S000004506	670	13	
CAT5;COQ7	YOR125C	P41735	COQ7_YEAST	S000005651	233	15	
CAT8;MSP8	YMR280C	P39113	CAT8_YEAST	S000004893	1433	13	
CAX4;CWH8	YGR036C	P53223	CAX4_YEAST	S000003268	239	7	
CBC2;CBP20;MUD13;SAE1	YPL178W	Q08920	NCBP2_YEAST	S000006099	208	16	
CBF1;CEP1;CP1;CPF1	YJR060W	P17106	CBF1_YEAST	S000003821	351	10	
CBF2;CBF3A;CEP2;CTF14;NDC10	YGR140W	P32504	CBF3A_YEAST	S000003372	956	(3)	7
CBF5	YLR175W	P33322	CBF5_YEAST	S000004165	483	(3)	12
CBK1	YNL161W	P53894	CBK1_YEAST	S000005105	756	(3)	14
CBP1	YJL209W	P07252	CBP1_YEAST	S000003745	654	10	
CBP2	YHL038C	P03874	CBP2_YEAST	S000001030	630	8	
CBP3	YPL215W	P21560	CBP3_YEAST	S000006136	335	16	
CBP4	YGR174C	P37267	CBP4_YEAST	S000003406	147	7	
CBP6	YBR120C	P07253	CBP6_YEAST	S000000324	162	2	
CBR1;CBR;CBR5	YIL043C	P38626	NCB5R_YEAST	S000001305	284	9	
CBS1	YDL069C	P14066	CBS1_YEAST	S000002227	229	4	
CBS2;CBP7	YDR197W	P14905	CBS2_YEAST	S000002605	389	4	
CBT1;SOC1	YKL208W	P36038	CBT1_YEAST	S000001691	271	11	
CCA1;TNT1	YER168C	P21269	CCA1_YEAST	S000000970	546	5	
CCC1	YLR220W	P47818	CCC1_YEAST	S000004210	322	12	
CCC2	YDR270W	P38995	ATU2_YEAST	S000002678	1004	(3)	4
CCE1	YKL011C	Q03702	CCE1_YEAST	S000001494	353	11	
CCH1	YGR217W	P50077	CCH1_YEAST	S000003449	2039	7	
CCL1	YPR025C	P37366	CCL1_YEAST	S000006229	393	16	
CCM1;DMR1;RRG2	YGR150C	P48237	CCM1_YEAST	S000003382	864	7	
CCP1;CCP;CPO	YKR066C	P00431	CCPR_YEAST	S000001774	361	(3)	11
CCR4	YAL021C	P31384	CCR4_YEAST	S000000019	837	(3)	1
CCS1;LYS7	YMR038C	P40202	CCS1_YEAST	S000004641	249	(3)	13
CCT2;BIN3;TCP2	YIL142W	P39076	TCPB_YEAST	S000001404	527	(3)	9
CCT3;BIN2;TCP3	YJL014W	P39077	TCPG_YEAST	S000003551	534	(3)	10
CCT4;ANC2;TCP4	YDL143W	P39078	TCPD_YEAST	S000002302	528	(3)	4
CCT5;TCP5	YJR064W	P40413	TCPE_YEAST	S000003825	562	(3)	10
CCT6;TCP20;TCP6	YDR188W	P39079	TCPZ_YEAST	S000002596	546	(3)	4
CCT7	YJL111W	P42943	TCPH_YEAST	S000003647	550	(3)	10
CCT8	YJL008C	P47079	TCPQ_YEAST	S000003545	568	(3)	10
CCW12	YLR110C	Q12127	CCW12_YEAST	S000004100	133	12	
CCW14;ICWP;SSR1	YLR390W-A	O13547	CCW14_YEAST	S000006429	238	12	
CCW22	YDR134C	Q7LHD1	CCW22_YEAST	S000002541	136	4	
CCZ1;AUT11;CVT16	YBR131W	P38273	CCZ1_YEAST	S000000335	704	2	
CDA1	YLR307W	Q06702	CDA1_YEAST	S000004298	301	12	
CDA2	YLR308W	Q06703	CDA2_YEAST	S000004299	312	12	
CDC10	YCR002C	P25342	CDC10_YEAST	S000000595	322	3	
CDC11;PSL9	YJR076C	P32458	CDC11_YEAST	S000003837	415	(3)	10
CDC123	YLR215C	Q05791	CD123_YEAST	S000004205	360	12	
CDC12;CLA10;PSL7	YHR107C	P32468	CDC12_YEAST	S000001149	407	8	
CDC13	YDL220C	P32797	CDC13_YEAST	S000002379	924	(3)	4
CDC14;OAF3	YFR028C	Q00684	CDC14_YEAST	S000001924	551	(3)	6
CDC15;LYT1	YAR019C	P27636	CDC15_YEAST	S000000072	974	1	
CDC16	YKL022C	P09798	CDC16_YEAST	S000001505	840	11	
CDC19;PYK1	YAL038W	P00549	KPYK1_YEAST	S000000036	500	(3)	1
CDC1;DSR1;ESP2	YDR182W	P40986	CDC1_YEAST	S000002590	491	4	
CDC20	YGL116W	P26309	CDC20_YEAST	S000003084	610	7	
CDC21;CRT9;TMP1	YOR074C	P06785	TYSY_YEAST	S000005600	304	15	
CDC23	YHR166C	P16522	CDC23_YEAST	S000001209	626	8	
CDC24;CLS4	YAL041W	P11433	CDC24_YEAST	S000000039	854	(3)	1
CDC25;CTN1	YLR310C	P04821	CDC25_YEAST	S000004301	1589	12	
CDC26;HIT3;SCD26	YFR036W	P14724	CDC26_YEAST	S000001932	124	6	
CDC27;APC3;SNB1	YBL084C	P38042	CDC27_YEAST	S000000180	758	2	
CDC28;CDK1;HSL5;SRM5	YBR160W	P00546	CDK1_YEAST	S000000364	298	2	
CDC3	YLR314C	P32457	CDC3_YEAST	S000004306	520	12	
CDC31;DSK1	YOR257W	P06704	CDC31_YEAST	S000005783	161	(3)	15
CDC33;TIF45	YOL139C	P07260	IF4E_YEAST	S000005499	213	(3)	15
CDC34;DNA6;UBC3	YDR054C	P14682	UBC3_YEAST	S000002461	295	4	
CDC36;DNA19;NOT2	YDL165W	P06100	NOT2_YEAST	S000002324	191	(3)	4
CDC37;SMO1	YDR168W	P06101	CDC37_YEAST	S000002575	506	4	
CDC39;NOT1;ROS1	YCR093W	P25655	NOT1_YEAST	S000000689	2108	(3)	3
CDC4	YFL009W	P07834	CDC4_YEAST	S000001885	779	(3)	6
CDC40;PRP17;SLU4;XRS2	YDR364C	P40968	PRP17_YEAST	S000002772	455	(3)	4
CDC42;SRO2	YLR229C	P19073	CDC42_YEAST	S000004219	191	12	
CDC43;CAL1	YGL155W	P18898	PGTB1_YEAST	S000003123	376	7	
CDC45;SLD4	YLR103C	Q08032	CDC45_YEAST	S000004093	650	(3)	12
CDC48	YDL126C	P25694	CDC48_YEAST	S000002284	835	4	
CDC50	YCR094W	P25656	CDC50_YEAST	S000000690	391	3	
CDC53	YDL132W	Q12018	CDC53_YEAST	S000002290	815	(3)	4
CDC55	YGL190C	Q00362	2ABA_YEAST	S000003158	526	7	
CDC5;MSD2;PKX2	YMR001C	P32562	CDC5_YEAST	S000004603	705	13	
CDC6	YJL194W	P09119	CDC6_YEAST	S000003730	513	10	
CDC60	YPL160W	P26637	SYLC_YEAST	S000006081	1090	16	
CDC73	YLR418C	Q06697	CDC73_YEAST	S000004410	393	(3)	12
CDC7;OAF2	YDL017W	P06243	CDC7_YEAST	S000002175	507	4	
CDC8	YJR057W	P00572	KTHY_YEAST	S000003818	216	(3)	10
CDC9	YDL164C	P04819	DNLI1_YEAST	S000002323	755	(3)	4
CDD1	YLR245C	Q06549	CDD_YEAST	S000004235	142	(3)	12
CDH1;HCT1	YGL003C	P53197	CDH1_YEAST	S000002971	566	(3)	7
CDS1;CDG1	YBR029C	P38221	CDS1_YEAST	S000000233	457	2	
CEF1;NTC85	YMR213W	Q03654	CEF1_YEAST	S000004826	590	(3)	13
CEG1	YGL130W	Q01159	MCE1_YEAST	S000003098	459	(3)	7
CEM1	YER061C	P39525	CEM1_YEAST	S000000863	442	5	
CEP3;CBF3;CBF3B;CSL1	YMR168C	P40969	CBF3B_YEAST	S000004778	608	(3)	13
CET1	YPL228W	O13297	CET1_YEAST	S000006149	549	(3)	16
CEX1	YOR112W	Q12453	CEX1_YEAST	S000005638	761	(3)	15
CFD1;DRE3;RIX19	YIL003W	P40558	CFD1_YEAST	S000001265	293	9	
CFT1;YHH1	YDR301W	Q06632	CFT1_YEAST	S000002709	1357	4	
CFT2;YDH1	YLR115W	Q12102	CFT2_YEAST	S000004105	859	(3)	12
CGI121	YML036W	Q03705	CG121_YEAST	S000004500	181	(3)	13
CGR1	YGL029W	P53188	CGR1_YEAST	S000002997	120	(3)	7
CHA1	YCL064C	P25379	STDH_YEAST	S000000569	360	3	
CHA4;SIL2;SIL3	YLR098C	P43634	CHA4_YEAST	S000004088	648	12	
CHC1	YGL206C	P22137	CLH_YEAST	S000003174	1653	7	
CHD1	YER164W	P32657	CHD1_YEAST	S000000966	1468	(3)	5
CHK1	YBR274W	P38147	CHK1_YEAST	S000000478	527	2	
CHL1;CTF1	YPL008W	P22516	CHL1_YEAST	S000005929	861	16	
CHL4;CTF17;MCM17	YDR254W	P38907	CHL4_YEAST	S000002662	458	(3)	4
CHO1;PSS;PSS1	YER026C	P08456	PSS_YEAST	S000000828	276	5	
CHO2;PEM1	YGR157W	P05374	CHO2_YEAST	S000003389	869	7	
CHS1	YNL192W	P08004	CHS1_YEAST	S000005136	1131	14	
CHS2	YBR038W	P14180	CHS2_YEAST	S000000242	963	2	
CHS3;CAL1;CSD2;DIT101;KIT2	YBR023C	P29465	CHS3_YEAST	S000000227	1165	(3)	2
CHS5;CAL3	YLR330W	Q12114	CHS5_YEAST	S000004322	671	(3)	12
CHS6;CSD3	YJL099W	P40955	CHS6_YEAST	S000003635	746	(3)	10
CHS7	YHR142W	P38843	CHS7_YEAST	S000001184	316	8	
CHZ1	YER030W	P40019	CHZ1_YEAST	S000000832	153	(3)	5
CIA1	YDR267C	Q05583	CIAO1_YEAST	S000002675	330	(3)	4
CIC1;NSA3	YHR052W	P38779	CIC1_YEAST	S000001094	376	(3)	8
CIK1	YMR198W	Q01649	CIK1_YEAST	S000004811	594	13	
CIN1	YOR349W	P40987	CIN1_YEAST	S000005876	1014	15	
CIN2	YPL241C	P46670	TBCC_YEAST	S000006162	268	(3)	16
CIN4;GTP1;UGX1	YMR138W	P39110	CIN4_YEAST	S000004746	191	13	
CIN5;HAL6;SDS15;YAP4	YOR028C	P40917	YAP4_YEAST	S000005554	295	15	
CIN8;KSL2	YEL061C	P27895	CIN8_YEAST	S000000787	1000	5	
CIR1	YGR207C	P42940	ETFB_YEAST	S000003439	261	7	
CIR2	YOR356W	Q08822	ETFD_YEAST	S000005883	631	15	
CIS3;CCW11;CCW5;PIR4;SCW8	YJL158C	P47001	CIS3_YEAST	S000003694	227	10	
CIT1;GLU3;LYS6	YNR001C	P00890	CISY1_YEAST	S000005284	479	14	
CIT2	YCR005C	P08679	CISY2_YEAST	S000000598	460	3	
CIT3	YPR001W	P43635	CISY3_YEAST	S000006205	486	16	
CKA1	YIL035C	P15790	CSK21_YEAST	S000001297	372	(3)	9
CKA2	YOR061W	P19454	CSK22_YEAST	S000005587	339	15	
CKB1	YGL019W	P43639	CSK2B_YEAST	S000002987	278	7	
CKB2	YOR039W	P38930	CSK2C_YEAST	S000005565	258	15	
CKI1;CKI	YLR133W	P20485	KICH_YEAST	S000004123	582	12	
CKS1	YBR135W	P20486	CKS1_YEAST	S000000339	150	(3)	2
CLA4	YNL298W	P48562	CLA4_YEAST	S000005242	842	14	
CLB1;SCB1	YGR108W	P24868	CG21_YEAST	S000003340	471	7	
CLB2	YPR119W	P24869	CG22_YEAST	S000006323	491	16	
CLB3	YDL155W	P24870	CG23_YEAST	S000002314	427	4	
CLB4	YLR210W	P24871	CG24_YEAST	S000004200	460	12	
CLB5	YPR120C	P30283	CGS5_YEAST	S000006324	435	16	
CLB6	YGR109C	P32943	CGS6_YEAST	S000003341	380	7	
CLC1	YGR167W	P17891	CLC1_YEAST	S000003399	233	7	
CLD1	YGR110W	P53264	CLD1_YEAST	S000003342	445	7	
CLF1;NTC77;SYF3	YLR117C	Q12309	CLF1_YEAST	S000004107	687	(3)	12
CLG1	YGL215W	P35190	CLG1_YEAST	S000003183	452	7	
CLN1	YMR199W	P20437	CG11_YEAST	S000004812	546	13	
CLN2	YPL256C	P20438	CG12_YEAST	S000006177	545	16	
CLN3;DAF1;WHI1	YAL040C	P13365	CG13_YEAST	S000000038	580	1	
CLP1	YOR250C	Q08685	CLP1_YEAST	S000005776	445	(3)	15
CLU1;TIF31	YMR012W	Q03690	CLU_YEAST	S000004614	1277	13	
CMC1	YKL137W	P36064	COXM1_YEAST	S000001620	111	11	
CMC2	YBL059C-A	Q3E7A4	COXM2_YEAST	S000007488	109	2	
CMC4	YMR194C-B	Q3E7A9	CMC4_YEAST	S000028514	73	13	
CMD1	YBR109C	P06787	CALM_YEAST	S000000313	147	(3)	2
CMK1	YFR014C	P27466	KCC1_YEAST	S000001910	446	6	
CMK2	YOL016C	P22517	KCC2_YEAST	S000005376	447	15	
CMP2;CNA2	YML057W	P14747	PP2B2_YEAST	S000004521	604	13	
CMR1	YDL156W	Q12510	CMR1_YEAST	S000002315	522	4	
CMS1	YLR003C	Q07897	CMS1_YEAST	S000003993	291	12	
CNA1;CMP1	YLR433C	P23287	PP2B1_YEAST	S000004425	553	(3)	12
CNB1;YCN2;YCNB	YKL190W	P25296	CANB_YEAST	S000001673	175	11	
CNE1	YAL058W	P27825	CALX_YEAST	S000000054	502	1	
CNL1	YDR357C	Q06333	BL1S4_YEAST	S000002765	122	4	
CNM67	YNL225C	P53865	CNM67_YEAST	S000005169	581	(3)	14
CNN1	YFR046C	P43618	CNN1_YEAST	S000001942	361	(3)	6
CNS1	YBR155W	P33313	CNS1_YEAST	S000000359	385	2	
COA1;FMP35	YIL157C	P40452	COA1_YEAST	S000001419	197	9	
COA2	YPL189C-A	Q3E823	COA2_YEAST	S000028527	68	16	
COA3;COX25;RRG10	YJL062W-A	Q3E7B2	COA3_YEAST	S000007611	85	10	
COA4;CMC3	YLR218C	Q05809	COA4_YEAST	S000004208	96	12	
COA6	YMR244C-A	Q3E846	COA6_YEAST	S000004857	104	13	
COB;CYTB	Q0105	P00163	CYB_YEAST	S000007270	385	(3)	M
COF1	YLL050C	Q03048	COFI_YEAST	S000003973	143	(3)	12
COG1;COD3;SEC36;TFI1	YGL223C	P53079	COG1_YEAST	S000003191	417	7	
COG2;SEC35	YGR120C	P53271	COG2_YEAST	S000003352	262	(3)	7
COG3;GRD20;SEC34	YER157W	P40094	COG3_YEAST	S000000959	801	5	
